Sl.No.,Slide_No,State,District,Slide_Name,NH_SH_Location,Latitude,Longitude,Material_Involved,Movement_Type,Material_Involved_Clean,Movement_Type_Clean,has_history_date,event_year,slope_deg,rainfall_mm,soil_moisture_mm,label
1251,ARN/TWNG/78M14/2016/0004,Arunachal Pradesh,Tawang,Namet Slide,Unknown,27.591389,91.9025,Rock cum Debris,Slide,Debris cum Rock,Slide,1,2016,9.49,12.47786885,0.419771175,1
1311,AP/KD/83E09/2021/44,Arunachal Pradesh,Kra Daadi,Near Pitak slide 1,Near Pitak,27.78,93.456231,Debris,Slide,Debris,Slide,0,,0.15,21.27295082,0.415996209,1
1312,AP/KD/83E09/2021/43,Arunachal Pradesh,Kra Daadi,Near Pitak slide 2,Near Pitak,27.781792,93.477942,Debris,Slide,Debris,Slide,0,,18.62,21.27295082,0.415996209,1
1281,AP/WSG/83I09/2021/116,Arunachal Pradesh,West Siang,Likabali road slide 2,Likabali road,27.683889,94.682444,Rock,Slide,Rock,Slide,0,,0.98,18.93540984,0.409689037,1
1282,AP/WSG/83I09/2021/115,Arunachal Pradesh,West Siang,Likabali road slide 1,Likabali road,27.688,94.67875,Rock,Slide,Rock,Slide,0,,1.39,18.93540984,0.409689037,1
1283,AP/WSG/83I09/2021/114,Arunachal Pradesh,West Siang,NE of Likabali Police check-post slide,NE of Likabali Police check-post,27.688583,94.681,Rock,Slide,Rock,Slide,0,,0.21,18.93540984,0.409689037,1
1285,AP/WSG/83I09/2021/113,Arunachal Pradesh,West Siang,Magi-Likabali road section slide 2,Magi-Likabali road section,27.703222,94.67275,Rock,Slide,Rock,Slide,0,,1.03,18.93540984,0.409689037,1
1286,AP/WSG/83I09/2021/112,Arunachal Pradesh,West Siang,Magi-Likabali road section slide 1,Magi-Likabali road section,27.70625,94.673833,Rock,Slide,Rock,Slide,0,,1.75,18.93540984,0.409689037,1
1287,AP/WSG/83I09/2021/102,Arunachal Pradesh,West Siang,Garu-Siji road section slide 1,Garu-Siji road section,27.720444,94.721528,Rock,Slide,Rock,Slide,0,,2.01,18.93540984,0.409689037,1
1288,AP/KM/83I01/2021/8,Arunachal Pradesh,Kamle,"East of Tamen Suspension Bridge slide
2",E of Tamen bridge,27.751917,94.023472,Debris,Slide,Debris,Slide,0,,17.73,15.06508197,0.411166291,1
1289,AP/WSG/83I09/2021/111,Arunachal Pradesh,West Siang,Garu-Siji road section slide 9,Garu-Siji road section,27.752611,94.7175,Rock,Slide,Rock,Slide,0,,2.47,18.93540984,0.409689037,1
1290,AP/KM/83I01/2021/7,Arunachal Pradesh,Kamle,"East of Tamen Suspension Bridge
slide1",E of Tamen Suspension Bridge,27.754056,94.018528,Debris,Slide,Debris,Slide,0,,19.99,15.06508197,0.411166291,1
1291,AP/WSG/83I09/2021/110,Arunachal Pradesh,West Siang,Garu-Siji road section slide 8,Garu-Siji road section,27.754806,94.715444,Rock,Slide,Rock,Slide,0,,10.14,18.93540984,0.409689037,1
1292,AP/KD/83E09/2021/46,Arunachal Pradesh,Kra Daadi,West of Taya slide 1,W of Taya,27.756511,93.417861,Debris,Slide,Debris,Slide,0,,1.03,21.27295082,0.415996209,1
1293,AP/KD/83E09/2021/45,Arunachal Pradesh,Kra Daadi,West of Taya slide 2,W of Taya,27.756778,93.436761,soil,Slide,Soil,Slide,0,,15.47,21.27295082,0.415996209,1
1294,AP/WSG/83I09/2021/109,Arunachal Pradesh,West Siang,Siji Camp slide,NE of Siji Camp,27.757417,94.716167,Rock,Slide,Rock,Slide,0,,13.34,18.93540984,0.409689037,1
1295,AP/LS/83E09/2021/05,Arunachal Pradesh,Lower Subansiri,Tamen slide 2,Near Tamen,27.758611,93.997222,Debris,Slide,Debris,Slide,0,,6.51,16.43934426,0.418713593,1
1327,AP/KK/83E09/2021/32,Arunachal Pradesh,Kurung Kumey,Byasi village slide 1,Byasi village,27.801194,93.541667,Debris,Slide,Debris,Slide,0,,7.83,18.74229508,0.408839173,1
1328,AP/KK/83E09/2021/31,Arunachal Pradesh,Kurung Kumey,Byasi village slide 2,Byasi village,27.803972,93.543083,Debris,Slide,Debris,Slide,0,,9.34,18.74229508,0.408839173,1
1297,AP/KM/83I01/2021/9,Arunachal Pradesh,Kamle,3km SE of Raga Village slide,SE of Raga Village,27.758889,94.059833,Rock,Slide,Rock,Slide,0,,16.8,15.06508197,0.411166291,1
1298,AP/KM/83I01/2021/6,Arunachal Pradesh,Kamle,4km S of Raga Village slide,S of Raga Village,27.759361,94.047083,Rock,Slide,Rock,Slide,0,,8.83,15.06508197,0.411166291,1
1299,AP/WSG/83I09/2021/108,Arunachal Pradesh,West Siang,Garu-Siji road section slide 7,Garu-Siji road section,27.759556,94.712333,Rock,Slide,Rock,Slide,0,,0.72,18.93540984,0.409689037,1
1300,AP/WSG/83I09/2021/107,Arunachal Pradesh,West Siang,Garu-Siji road section slide 6,Garu-Siji road section,27.760194,94.712278,Rock,Slide,Rock,Slide,0,,2.01,18.93540984,0.409689037,1
1301,AP/LS/83E09/2021/02,Arunachal Pradesh,Lower Subansiri,Tamen slide 3,Near Tamen,27.760889,93.990806,Debris,Slide,Debris,Slide,0,,2.16,16.43934426,0.418713593,1
1302,AP/LS/83E09/2021/01,Arunachal Pradesh,Lower Subansiri,Tamen slide 1,Near Tamen,27.760917,93.995583,Rock,Slide,Rock,Slide,0,,8.83,16.43934426,0.418713593,1
1303,AP/WSG/83I09/2021/106,Arunachal Pradesh,West Siang,Garu-Siji road section slide 5,Garu-Siji road section,27.762,94.712278,Debris,Slide,Debris,Slide,0,,5.29,18.93540984,0.409689037,1
1304,AP/KD/83E09/2021/41,Arunachal Pradesh,Kra Daadi,Near Dabo slide 1,Near Dabo,27.763444,93.608278,Debris,Slide,Debris,Slide,0,,19.86,21.27295082,0.415996209,1
1305,AP/LS/83E09/2021/03,Arunachal Pradesh,Lower Subansiri,Tamen slide 4,Near Tamen,27.763722,93.992333,Debris,Slide,Debris,Slide,0,,14.79,16.43934426,0.418713593,1
1306,AP/KD/83E09/2021/40,Arunachal Pradesh,Kra Daadi,Upper Mer slide 3,W of Upper Mer,27.772194,93.59325,Debris,Slide,Debris,Slide,0,,19.26,21.27295082,0.415996209,1
1307,AP/LS/83E09/2021/04,Arunachal Pradesh,Lower Subansiri,Tamen slide 5,Near Tamen,27.773556,93.969778,Debris,Slide,Debris,Slide,0,,7.17,16.43934426,0.418713593,1
1308,AP/KD/83E09/2021/39,Arunachal Pradesh,Kra Daadi,Upper Mer slide 4,Upper Mer,27.773847,93.595528,Debris,Slide,Debris,Slide,0,,26.99,21.27295082,0.415996209,1
1309,AP/WSG/83I09/2021/105,Arunachal Pradesh,West Siang,Garu-Siji road section slide 4,Garu-Siji road section,27.773972,94.7135,Rock,Slide,Rock,Slide,0,,2.67,18.93540984,0.409689037,1
1310,AP/WSG/83I09/2021/104,Arunachal Pradesh,West Siang,Garu-Siji road section slide 3,Garu-Siji road section,27.777278,94.715583,Debris,Slide,Debris,Slide,0,,1.6,18.93540984,0.409689037,1
1343,AP/US/83E09/2021/10,Arunachal Pradesh,Upper Subansiri,Radum village slide 1,Radum village,27.827806,93.972167,Debris,Slide,Debris,Slide,0,,10.14,15.7304918,0.414625717,1
1344,AP/LS/83E09/2021/09,Arunachal Pradesh,Lower Subansiri,Riaga slide 2,Near Riaga,27.82925,93.911194,Debris,Slide,Debris,Slide,0,,19.99,16.43934426,0.418713593,1
1313,AP/KK/83E09/2021/36,Arunachal Pradesh,Kurung Kumey,Lower Gida slide,Lower Gida,27.782139,93.546139,Debris,Slide,Debris,Slide,0,,10.19,18.74229508,0.408839173,1
1314,AP/KD/83E09/2021/38,Arunachal Pradesh,Kra Daadi,Upper Mer slide 1,N of Upper Mer,27.783667,93.600806,Debris,Slide,Debris,Slide,0,,9.64,21.27295082,0.415996209,1
1315,AP/WSG/83I09/2021/103,Arunachal Pradesh,West Siang,Garu-Siji road section slide 2,Garu-Siji road section,27.786833,94.720111,Rock,Slide,Rock,Slide,0,,2.37,18.93540984,0.409689037,1
1316,AP/WSG/83I09/2021/101,Arunachal Pradesh,West Siang,Siji Camp slide,NE of Siji Camp,27.788194,94.724194,Rock,Slide,Rock,Slide,0,,1.13,18.93540984,0.409689037,1
1317,AP/KK/83E09/2021/34,Arunachal Pradesh,Kurung Kumey,Powak Korar slide,Powak Korar,27.788389,93.526528,Debris,Slide,Debris,Slide,0,,14.41,18.74229508,0.408839173,1
1318,AP/KK/83E09/2021/35,Arunachal Pradesh,Kurung Kumey,Sangme slide,Sangme,27.788639,93.539667,Debris,Slide,Debris,Slide,0,,4.88,18.74229508,0.408839173,1
1319,AR/LS/83I13/2022/102,Arunachal Pradesh,Lower Siang,Old Deka village Slide 1,Old Deka road,27.790489,94.958147,Debris,Slide,Debris,Slide,0,,15.08,18.53622951,0.40366127,1
1320,AR/LS/83I13/2022/103,Arunachal Pradesh,Upper Siang,Old Deka village Slide 2,Old Deka road,27.793761,94.959097,Debris,Slide,Debris,Slide,0,,4.67,17.53991803,0.40713627,1
1321,AP/WSG/83I09/2021/100,Arunachal Pradesh,West Siang,Garu-Siji road section slide 1,Garu-Siji road section,27.793917,94.728806,Rock,Slide,Rock,Slide,0,,0.46,18.93540984,0.409689037,1
1322,AP/WSG/83I09/2021/99,Arunachal Pradesh,West Siang,Garo- Basar road slide 7,Garo-Basar road section,27.794333,94.73075,Rock,Slide,Rock,Slide,0,,0.67,18.93540984,0.409689037,1
1323,AP/KD/83E09/2021/37,Arunachal Pradesh,Kra Daadi,Upper Mer slide 2,N of Upper Mer,27.794583,93.597306,Debris,Slide,Debris,Slide,0,,22.1,21.27295082,0.415996209,1
1324,AP/WSG/83I09/2021/98,Arunachal Pradesh,West Siang,Garo- Basar road slide 6,Garo-Basar road section,27.797389,94.735333,Rock,Slide,Rock,Slide,0,,7.37,18.93540984,0.409689037,1
1325,AP/US/83E09/2021/06,Arunachal Pradesh,Upper Subansiri,Belo village slide,Belo village,27.797806,93.96175,Debris,Slide,Debris,Slide,0,,22.76,15.7304918,0.414625717,1
1326,AP/KK/83E09/2021/33,Arunachal Pradesh,Kurung Kumey,Tachek slide,Tachek,27.801194,93.541944,Debris,Slide,Debris,Slide,0,,7.83,18.74229508,0.408839173,1
1359,AR/WS/83I13/2022/096,Arunachal Pradesh,West Siang,Likabali-Aalo road Slide 5,Likabali-Aalo road,27.858889,94.78875,Debris,Slide,Debris,Slide,0,,3.96,18.93540984,0.409689037,1
1360,AR/WS/83I13/2022/097,Arunachal Pradesh,West Siang,Likabali-Aalo road Slide 6,Likabali-Aalo road,27.858972,94.783917,Debris,Slide,Debris,Slide,0,,7.67,18.93540984,0.409689037,1
1329,AP/WSG/83I09/2021/97,Arunachal Pradesh,West Siang,Garo- Basar road slide 5,Garo-Basar road section,27.804361,94.715056,Rock,Slide,Rock,Slide,0,,8.58,18.93540984,0.409689037,1
1330,AP/WSG/83I09/2021/96,Arunachal Pradesh,West Siang,Ego- Basar road slide 2,Ego-Basar road section,27.804944,94.719861,Rock,Slide,Rock,Slide,0,,8.58,18.93540984,0.409689037,1
1331,AP/KM/83I01/2021/3,Arunachal Pradesh,Kamle,Hardampo slide,Hardampo,27.813833,94.134333,Debris,Slide,Debris,Slide,0,,3.55,15.06508197,0.411166291,1
1332,AP/KK/83E09/2021/18,Arunachal Pradesh,Kurung Kumey,Rowa village slide,Near Rowa village,27.814806,93.521,Rock,Slide,Rock,Slide,0,,6.91,18.74229508,0.408839173,1
1333,AP/KM/83I01/2021/4,Arunachal Pradesh,Kamle,Orokem slide,Orokem,27.81975,94.138722,Debris,Slide,Debris,Slide,0,,4.47,15.06508197,0.411166291,1
1334,AP/US/83E09/2021/17,Arunachal Pradesh,Upper Subansiri,Gangte village slide,Gangte village,27.81975,93.945556,Debris,Slide,Debris,Slide,0,,12.31,15.7304918,0.414625717,1
1335,AP/WSG/83I09/2021/94,Arunachal Pradesh,West Siang,Garo- Basar road slide 4,Garo-Basar road section,27.821278,94.730278,Debris,Slide,Debris,Slide,0,,18.15,18.93540984,0.409689037,1
1336,AP/KM/83I01/2021/1,Arunachal Pradesh,Kamle,4km NE of Raga slide,NE of Raga,27.821861,94.104806,Debris,Slide,Debris,Slide,0,,0.46,15.06508197,0.411166291,1
1337,AP/WSG/83I09/2021/95,Arunachal Pradesh,West Siang,Ego- Basar road slide 1,Ego-Basar road section,27.821889,94.730417,Debris,Slide,Debris,Slide,0,,18.34,18.93540984,0.409689037,1
1338,AP/KM/83I01/2021/2,Arunachal Pradesh,Kamle,Kemlico slide,Kemlico,27.822556,94.135417,Debris,Slide,Debris,Slide,0,,12.41,15.06508197,0.411166291,1
1339,AP/WSG/83I09/2021/93,Arunachal Pradesh,West Siang,Garo- Basar road slide 3,Garo-Basar road section,27.823139,94.732972,Debris,Slide,Debris,Slide,0,,20.45,18.93540984,0.409689037,1
1340,AP/WSG/83I09/2021/92,Arunachal Pradesh,West Siang,Garo- Basar road slide 2,Garo-Basar road section,27.824889,94.739556,Debris,Slide,Debris,Slide,0,,23.15,18.93540984,0.409689037,1
1341,AP/WSG/83I09/2021/91,Arunachal Pradesh,West Siang,Garo- Basar road slide 1,Garo-Basar road section,27.825694,94.747,Rock,Slide,Rock,Slide,0,,15.23,18.93540984,0.409689037,1
1342,AP/US/83E09/2021/11,Arunachal Pradesh,Upper Subansiri,Radum village slide 2,Radum village,27.827472,93.972556,Debris,Slide,Debris,Slide,0,,10.73,15.7304918,0.414625717,1
1375,AP/KK/83E09/2021/26,Arunachal Pradesh,Kurung Kumey,Koloriang slide 4,East of Koloriang,27.897722,93.406306,Debris,Slide,Debris,Slide,0,,15.13,18.74229508,0.408839173,1
1376,AP/KK/83E09/2021/25,Arunachal Pradesh,Kurung Kumey,Koloriang slide 3,East of Koloriang,27.898806,93.408444,Debris,Slide,Debris,Slide,0,,23.24,18.74229508,0.408839173,1
1345,AP/KM/83I01/2021/5,Arunachal Pradesh,Kamle,2km NW of Godak Village slide,NW of Godak Village,27.8305,94.157444,Rock,Fall,Rock,Fall,0,,16.42,15.06508197,0.411166291,1
1346,AP/LS/83E09/2021/08,Arunachal Pradesh,Lower Subansiri,Riaga slide 1,Near Riaga,27.830944,93.917028,soil,Slide,Soil,Slide,0,,19.63,16.43934426,0.418713593,1
1347,AP/KK/83E09/2021/19,Arunachal Pradesh,Kurung Kumey,Nibi village slide,Nibi village,27.83275,93.504417,Debris,Slide,Debris,Slide,0,,3.03,18.74229508,0.408839173,1
1348,AP/US/83E09/2021/12,Arunachal Pradesh,Upper Subansiri,Hebang village slide,Hebang village,27.833306,93.978611,Debris,Slide,Debris,Slide,0,,1.29,15.7304918,0.414625717,1
1349,AR/WS/82I13/2022/092,Arunachal Pradesh,West Siang,Likabali-Aalo road Slide 1,Silapathar- Rilu road,27.834083,94.768972,Debris,Slide,Debris,Slide,0,,4.37,18.93540984,0.409689037,1
1350,AP/LS/83E09/2021/07,Arunachal Pradesh,Lower Subansiri,Baring village slide,Baring village,27.8345,93.933694,Debris,Slide,Debris,Slide,0,,12.51,16.43934426,0.418713593,1
1351,AP/US/83E09/2021/13,Arunachal Pradesh,Upper Subansiri,Luba village slide 3,Luba village,27.83875,93.977278,Debris,Slide,Debris,Slide,0,,17.64,15.7304918,0.414625717,1
1352,AP/US/83E09/2021/14,Arunachal Pradesh,Upper Subansiri,Luba village slide 2,Luba village,27.83975,93.977444,Debris,Slide,Debris,Slide,0,,18.76,15.7304918,0.414625717,1
1353,AR/WS/83I13/2022/091,Arunachal Pradesh,West Siang,S of Rilu village Slide,Near Rilu village,27.839817,94.778642,Debris,Slide,Debris,Slide,0,,11.57,18.93540984,0.409689037,1
1354,AP/US/83E09/2021/15,Arunachal Pradesh,Upper Subansiri,Luba village slide 4,Luba village,27.840167,93.980861,Debris,Slide,Debris,Slide,0,,8.68,15.7304918,0.414625717,1
1355,AR/WS/82I13/2022/093,Arunachal Pradesh,West Siang,Likabali-Aalo road Slide 2,Silapathar- Basar road,27.840972,94.771167,Debris,Slide,Debris,Slide,0,,12.22,18.93540984,0.409689037,1
1356,AP/US/83E09/2021/16,Arunachal Pradesh,Upper Subansiri,Luba village slide 1,Luba village,27.844444,93.973944,Debris,Slide,Debris,Slide,0,,15.51,15.7304918,0.414625717,1
1357,AR/WS/83I13/2022/094,Arunachal Pradesh,West Siang,Likabali-Aalo road Slide 3,Silapathar- Basar road,27.847111,94.783139,Debris,Slide,Debris,Slide,0,,5.9,18.93540984,0.409689037,1
1358,AP/KK/83E09/2021/30,Arunachal Pradesh,Kurung Kumey,New Dillang slide,Dillang new,27.854583,93.484722,Debris,Slide,Debris,Slide,0,,8.08,18.74229508,0.408839173,1
1391,AP/LEP/83I09/2021/87,Arunachal Pradesh,Lepa Rada,Kamdak-Basar road slide,Kamdak-Basar road section,27.914944,94.721806,Rock,Slide,Rock,Slide,0,,13.88,19.09811475,0.412407445,1
1392,AR/LOH/92A05/2014/50,Arunachal Pradesh,Lohit,Unknown,NH-52,27.91636,96.33392,Rock,Fall,Rock,Fall,1,2013,9.03,17.96967213,0.480450137,1
1361,AR/WS/83I13/2022/095,Arunachal Pradesh,West Siang,Likabali-Aalo road Slide 4,Likabali-Aalo road,27.859444,94.789222,Rock,Slide,Rock,Slide,0,,1.6,18.93540984,0.409689037,1
1362,AP/KK/83E09/2021/20,Arunachal Pradesh,Kurung Kumey,Relung New camp slide 2,Relung New camp,27.863722,93.473389,Debris,Slide,Debris,Slide,0,,2.26,18.74229508,0.408839173,1
1363,AP/KK/83E09/2021/21,Arunachal Pradesh,Kurung Kumey,Relung New camp slide 1,NW of Relung New camp,27.866083,93.467306,Debris,Slide,Debris,Slide,0,,12.76,18.74229508,0.408839173,1
1364,AP/KK/83E09/2021/22,Arunachal Pradesh,Kurung Kumey,Nainital Kathgodam slide,Nainital Kathgodam,27.86775,93.465861,Debris,Slide,Debris,Slide,0,,19.95,18.74229508,0.408839173,1
1365,AR/WS/83I13/2022/098,Arunachal Pradesh,West Siang,Likabali-Aalo road Slide 7,Likabali-Aalo road,27.868667,94.787083,Rock,Slide,Rock,Slide,0,,3.39,18.93540984,0.409689037,1
1366,AR/WS/83I13/2022/099,Arunachal Pradesh,West Siang,S of Daring Slide,Daring road,27.870361,94.817861,Debris,Slide,Debris,Slide,0,,6.91,18.93540984,0.409689037,1
1367,AP/KK/83E09/2021/23,Arunachal Pradesh,Kurung Kumey,Kele Village slide 3,Kele Village,27.872722,93.456306,Debris,Slide,Debris,Slide,0,,13.44,18.74229508,0.408839173,1
1368,AP/KK/83E09/2021/24,Arunachal Pradesh,Kurung Kumey,Kele Village slide 2,Kele Village,27.874667,93.452917,Debris,Slide,Debris,Slide,0,,11.77,18.74229508,0.408839173,1
1369,AR/LOH/92A05/2014/05,Arunachal Pradesh,Lohit,Unknown,NH 52,27.87469,96.35986,Rock,Slide,Rock,Slide,1,2014,4.88,17.26721311,0.479092213,1
1370,AR/LOH/92A05/2014/01,Arunachal Pradesh,Lohit,Unknown,NH 52,27.87825,96.36614,Rock,Fall,Rock,Fall,1,2014,25.46,21.83196721,0.479092213,1
1371,AP/KK/83E09/2021/29,Arunachal Pradesh,Kurung Kumey,Kele village slide 1,NW of Kele village,27.882056,93.444333,Debris,Slide,Debris,Slide,0,,7.42,18.74229508,0.408839173,1
1372,AR/LOH/92A05/2014/02,Arunachal Pradesh,Lohit,Unknown,NH 52,27.89311,96.36336,Rock,Fall,Rock,Fall,1,2014,9.89,21.83196721,0.484461749,1
1373,AR/WS/83I13/2022/100,Arunachal Pradesh,West Siang,NE of Daring Slide 1,Daring road,27.893389,94.842194,Soil,Slide,Soil,Slide,0,,25.08,18.93540984,0.409689037,1
1374,AR/WS/83I13/2022/101,Arunachal Pradesh,West Siang,NE of Daring Slide 2,Daring road,27.897361,94.844111,Rock,Slide,Rock,Slide,0,,25.12,18.93540984,0.409689037,1
73,AS/CHR/83C12/2020/6,Assam,Cachar,NH -27 slide 2,"NH-27(Old NH-54E, Silchar-
Lumding road)",25.01,92.75,Debris,Slide,Debris,Slide,0,,5.69,16.40983607,0.487502186,1
74,AS/CHR/83C12/2020/7,Assam,Cachar,NH -27 slide 1,"NH-27(Old NH-54E, Silchar-
Lumding road)",25.01,92.75,Debris,Slide,Debris,Slide,0,,5.69,16.40983607,0.487502186,1
75,AS/CHR/83C12/2020/4,Assam,Cachar,Jatinga River slide-2,Damchara,25.01,92.73,Debris,Slide,Debris,Slide,0,,15.75,16.40983607,0.487502186,1
76,AS/DIM/83C16/2017/10,Assam,Dima Hasao,Miyunkro1,NH54,25.010379,92.75482,Debris,Slide,Debris,Slide,0,,1.13,8.835655738,0.458326947,1
77,AS/DIM/83C16/2017/41,Assam,Dima Hasao,Durbintola4,NH54,25.01856,92.77011,Debris,Slide,Debris,Slide,0,,1.18,8.835655738,0.458326947,1
78,AS/DIM/83C16/2018/49,Assam,Dima Hasao,Durbintola5,NH53,25.019029,92.770549,Debris,Slide,Debris,Slide,0,,1.18,8.835655738,0.458326947,1
1381,AR/ANJ/92A05/2014/19,Arunachal Pradesh,Lohit,Unknown,NH-52,27.90475,96.34811,Debris,Fall,Debris,Fall,1,2013,7.17,17.96967213,0.474393784,1
1382,AR/LOH/92A05/2014/04,Arunachal Pradesh,Lohit,Unknown,NH 52,27.90581,96.35933,Rock,Fall,Rock,Fall,1,2014,5.9,21.83196721,0.484461749,1
1383,AR/ANJ/92A05/2014/20,Arunachal Pradesh,Lohit,Unknown,NH-52,27.90664,96.35964,Rock,Slide,Rock,Slide,1,2013,10.58,17.96967213,0.480450137,1
1384,AR/LOH/92A05/2014/06,Arunachal Pradesh,Lohit,Unknown,NH 52,27.90772,96.34517,Rock,Fall,Rock,Fall,1,2014,3.09,21.83196721,0.484461749,1
1385,AR/LOH/92A05/2014/52,Arunachal Pradesh,Lohit,Unknown,NH-52,27.90814,96.36028,Rock,Slide,Rock,Slide,1,2013,13,17.96967213,0.480450137,1
1386,AP/LEP/83I09/2021/88,Arunachal Pradesh,Lepa Rada,Ego-Yamin Basar road slide 1,Ego-Yamin Basar road section,27.909278,94.736111,Debris,Slide,Debris,Slide,0,,0.72,19.09811475,0.412407445,1
1387,AP/LEP/83I09/2021/90,Arunachal Pradesh,Lepa Rada,Ego-Yamin Basar road slide 3,Ego-Yamin Basar road section,27.910417,94.739528,Debris,Slide,Debris,Slide,0,,12.17,19.09811475,0.412407445,1
1388,AR/ANJ/92A05/2014/18,Arunachal Pradesh,Lohit,Unknown,Tohangam-Hayuliang Road,27.91164,96.34269,Rock cum Debris,Slide,Debris cum Rock,Slide,1,2014,11.33,21.83196721,0.484461749,1
1389,AP/LEP/83I09/2021/79,Arunachal Pradesh,Lepa Rada,Garo- Basar road section slide 1,Garo to Basar road,27.912806,94.726972,Rock,Slide,Rock,Slide,0,,4.06,19.09811475,0.412407445,1
1390,AP/LEP/83I09/2021/89,Arunachal Pradesh,Lepa Rada,Ego-Yamin Basar road slide 2,Ego-Yamin Basar road section,27.913333,94.737472,Debris,Slide,Debris,Slide,0,,4.57,19.09811475,0.412407445,1
1404,AR/LD/82P04/2022/033,Arunachal Pradesh,Lower Dibang Valley,West of Ledum Slide 1,Naer to Ledum village,27.944389,95.117586,Rock,Slide,Rock,Slide,0,,4.93,18.48991803,0.477602664,1
1405,AP/LEP/83I09/2021/81,Arunachal Pradesh,Lepa Rada,Garo- Basar road section slide 1,Garo- Basar road section,27.944444,94.692528,Rock,Slide,Rock,Slide,0,,2.21,19.09811475,0.412407445,1
1407,AR/LD/82P04/2022/034,Arunachal Pradesh,Lower Dibang Valley,West of Ledum Slide 2,Naer to Ledum village,27.951306,95.074056,Debris,slide,Debris,Slide,0,,0.87,18.48991803,0.477602664,1
1408,AR/LOH/92A05/2014/10,Arunachal Pradesh,Lohit,Unknown,Tohangam-Hayuliang Road,27.95603,96.40267,Debris,Slide,Debris,Slide,1,2014,13.2,17.26721311,0.479092213,1
1377,AP/KK/83E09/2021/28,Arunachal Pradesh,Kurung Kumey,Koloriang slide 1,Near Koloriang,27.903389,93.370361,Debris,Slide,Debris,Slide,0,,19.95,18.74229508,0.408839173,1
1378,AP/KK/83E09/2021/27,Arunachal Pradesh,Kurung Kumey,Koloriang slide 2,Near Koloriang,27.903417,93.371722,Debris,Slide,Debris,Slide,0,,22.85,18.74229508,0.408839173,1
1379,AR/LOH/92A05/2014/03,Arunachal Pradesh,Lohit,Unknown,NH 52,27.90417,96.35869,Rock cum Debris,Slide,Debris cum Rock,Slide,1,2014,5.85,21.83196721,0.484461749,1
1380,AR/ANJ/92A05/2014/21,Arunachal Pradesh,Lohit,Unknown,NH-52,27.90467,96.35917,Rock,Slide,Rock,Slide,1,2013,4.21,17.96967213,0.480450137,1
95,AS/DIM/83C16/2017/23,Assam,Dima Hasao,Bandarkhal7,NH54,25.049444,92.79725,Soil,Slide,Soil,Slide,0,,6.81,8.835655738,0.458326947,1
64,AS/CHR/83D09/2020/9,Assam,Cachar,Khurkurie slide,Khurkurie,24.99,92.6,Debris,Slide,Debris,Slide,0,,2.83,16.40983607,0.487502186,1
66,AS/CHR/83D13/2020/2,Assam,Cachar,Balichhara slide-2,"NH-27(Old NH-54E, Silchar-
Lumding road)",24.99,92.75,Debris,Slide,Debris,Slide,0,,5.08,16.40983607,0.487502186,1
67,AS/CAC/83H01/2018/42,Assam,Cachar,Bara Arkap_1,"Raja Bazaar ΓÇôBara Arkap
road.",24.993,93.161583,Debris,Slide,Debris,Slide,0,,1.75,16.40983607,0.487502186,1
68,AS/CAC/83H01/2018/43,Assam,Cachar,Bara Arkap_2,"Raza Bazaar ΓÇôBara Arkap
Highway.",24.99561,93.16261,Debris,Slide,Debris,Slide,0,,0.62,16.40983607,0.487502186,1
69,AS/CHR/83D05/2020/1,Assam,Cachar,Natanpur slide,Natanpur,25,92.43,Debris,Slide,Debris,Slide,0,,2.16,16.40983607,0.487502186,1
70,AS/DIM/83G4/2015/61,Assam,Dima Hasao,Jenam Ghat road,"State Highway, 3 km before
Jenam Ghat",25.003,93.164,Earth,Slide,Earth,Slide,0,,2.83,8.835655738,0.458326947,1
72,AS/CHR/83C12/2020/5,Assam,Cachar,New Jatinga slide,"NH-27(Old NH-54E, Silchar-
Lumding road)",25.01,92.75,Debris,Slide,Debris,Slide,0,,5.69,16.40983607,0.487502186,1
1419,AR/ANJ/92A05/2014/54,Arunachal Pradesh,Anjaw,Unknown,Tezu-Hayuliang road,27.98728,96.41208,Debris,Slide,Debris,Slide,1,2013,21.66,17.96967213,0.474393784,1
1421,AR/LPD/82L12/2021/09,Arunachal Pradesh,Lepa Rada,Tai-Daporijo Road Slide,Tai-Daporijo Road,27.995889,94.525941,Rock-cum-Debris,Slide,Debris cum Rock,Slide,0,,11.43,19.09811475,0.412407445,1
